Unnamed: 0	document_id	words	labels	sentence_id
194	495	They	O	11
195	495	called	O	11
196	495	it	O	11
197	495	in	O	11
198	495	Jewish	B-NORP	11
199	495	_	O	11
200	495	_	O	11
201	495	_	O	11
202	495	_	O	11
203	495	_	O	11
204	495	_	O	11
205	495	_	O	11
206	495	_	O	11
207	495	_	O	11
208	495	_	O	11
209	495	_	O	11
210	495	_	O	11
211	495	the	O	11
212	495	shtetl	O	11
213	495	.	O	11
218	495	A	O	13
219	495	:	O	13
220	495	I	O	13
221	495	would	O	13
222	495	say	O	13
223	495	a	O	13
224	495	big	O	13
225	495	city	O	13
226	495	for	O	13
227	495	us	O	13
228	495	a	O	13
229	495	Lublin	B-GPE	13
230	495	,	O	13
231	495	that	O	13
232	495	was	O	13
233	495	different	O	13
234	495	.	O	13
248	495	The	O	15
249	495	few	O	15
250	495	Jews	B-NORP	15
251	495	lived	O	15
252	495	in	O	15
253	495	the	O	15
254	495	city	O	15
255	495	and	O	15
256	495	the	O	15
257	495	surrounding	O	15
258	495	around	O	15
259	495	lived	O	15
260	495	the	O	15
261	495	non	O	15
262	495	-	O	15
263	495	Jews	O	15
264	495	but	O	15
265	495	we	O	15
266	495	went	O	15
267	495	together	O	15
268	495	to	O	15
269	495	school	O	15
270	495	and	O	15
271	495	everything	O	15
272	495	.	O	15
273	495	Naturally	O	16
274	495	,	O	16
275	495	the	O	16
276	495	public	O	16
277	495	school	O	16
278	495	,	O	16
279	495	not	O	16
280	495	the	O	16
281	495	cheder	O	16
282	495	.	O	16
295	495	That	O	19
296	495	time	O	19
297	495	we	O	19
298	495	di	O	19
299	495	dn	O	19
300	495	™	O	19
301	495	t	O	19
302	495	realize	O	19
303	495	now	O	19
304	495	.	O	19
305	495	Now	O	20
306	495	we	O	20
307	495	realized	O	20
308	495	,	O	20
309	495	we	O	20
310	495	live	O	20
311	495	in	O	20
312	495	a	O	20
313	495	big	O	20
314	495	city	O	20
315	495	,	O	20
316	495	all	O	20
317	495	kinds	O	20
318	495	of	O	20
319	495	nationalities	O	20
320	495	,	O	20
321	495	we	O	20
322	495	realized	O	20
323	495	that	O	20
324	495	it	O	20
325	495	™	O	20
326	495	s	O	20
327	495	a	O	20
328	495	different	O	20
329	495	life	O	20
330	495	.	O	20
353	495	A	O	23
354	495	:	O	23
355	495	Oh	O	23
356	495	,	O	23
357	495	yes	O	23
358	495	,	O	23
359	495	plenty	O	23
360	495	.	O	23
361	495	Q	O	24
362	495	:	O	24
363	495	Can	O	24
364	495	you	O	24
365	495	tell	O	24
366	495	me	O	24
367	495	about	O	24
368	495	some	O	24
369	495	of	O	24
370	495	those	O	24
371	495	?	O	24
379	495	That	O	26
380	495	™	O	26
381	495	s	O	26
382	495	still	O	26
383	495	a	O	26
384	495	me	O	26
385	495	mory	O	26
386	495	.	O	26
387	495	When	O	27
388	495	it	O	27
389	495	came	O	27
390	495	,	O	27
391	495	not	O	27
392	495	that	O	27
393	495	I	O	27
394	495	™	O	27
395	495	m	O	27
396	495	going	O	27
397	495	to	O	27
398	495	be	O	27
399	495	prejudiced	O	27
400	495	whatsoever	O	27
401	495	but	O	27
402	495	I	O	27
403	495	have	O	27
404	495	to	O	27
405	495	talk	O	27
406	495	out	O	27
407	495	the	O	27
408	495	way	O	27
409	495	it	O	27
410	495	was	O	27
411	495	then	O	27
412	495	.	O	27
413	495	Q	O	28
414	495	:	O	28
415	495	Sure	O	28
416	495	.	O	28
421	495	Like	O	30
422	495	for	O	30
423	495	instance	O	30
424	495	,	O	30
425	495	here	O	30
426	495	we	O	30
427	495	cele	O	30
428	495	brate	O	30
429	495	a	O	30
430	495	Christmas	B-DATE	30
431	495	altogether	O	30
432	495	nice	O	30
433	495	whether	O	30
434	495	you	O	30
435	495	believe	O	30
436	495	or	O	30
437	495	not	O	30
438	495	,	O	30
439	495	we	O	30
440	495	celebrate	O	30
441	495	together	O	30
442	495	.	O	30
443	495	I	O	31
444	495	lived	O	31
445	495	with	O	31
446	495	neighbors	O	31
447	495	,	O	31
448	495	Italian	B-NORP	31
449	495	;	O	31
450	495	I	O	31
451	495	am	O	31
452	495	Jewish	B-NORP	31
453	495	.	O	31
477	495	But	O	34
478	495	there	O	34
479	495	it	O	34
480	495	wasn	O	34
481	495	™	O	34
482	495	t	O	34
483	495	unfortunately	O	34
484	495	.	O	34
485	495	I	O	35
486	495	have	O	35
487	495	to	O	35
488	495	say	O	35
489	495	the	O	35
490	495	way	O	35
491	495	it	O	35
492	495	is	O	35
493	495	whether	O	35
494	495	you	O	35
495	495	™	O	35
496	495	re	O	35
497	495	Christian	B-NORP	35
498	495	,	O	35
499	495	whether	O	35
500	495	you	O	35
501	495	™	O	35
502	495	re	O	35
503	495	believer	O	35
504	495	or	O	35
505	495	not	O	35
506	495	.	O	35
517	495	Very	O	37
518	495	anti	O	37
519	495	-	O	37
520	495	Semitic	O	37
521	495	.	O	37
528	495	They	O	39
529	495	only	O	39
530	495	know	O	39
531	495	one	B-CARDINAL	39
532	495	thing	O	39
533	495	.	O	39
534	495	We	O	40
535	495	Jews	B-NORP	40
536	495	killed	O	40
537	495	our	O	40
538	495	God	O	40
539	495	!	O	40
540	495	That	O	41
541	495	™	O	41
542	495	s	O	41
543	495	what	O	41
544	495	they	O	41
545	495	knew	O	41
546	495	.	O	41
547	495	For	O	42
548	495	instance	O	42
549	495	,	O	42
550	495	it	O	42
551	495	came	O	42
552	495	,	O	42
553	495	let	O	42
554	495	™	O	42
555	495	s	O	42
556	495	say	O	42
557	495	twice	O	42
558	495	a	O	42
559	495	year	O	42
560	495	you	O	42
561	495	have	O	42
562	495	for	O	42
563	495	two	B-DATE	42
564	495	or	I-DATE	42
565	495	three	I-DATE	42
566	495	weeks	I-DATE	42
567	495	,	O	42
568	495	a	O	42
569	495	holiday	O	42
570	495	from	O	42
571	495	the	O	42
572	495	school	O	42
573	495	.	O	42
574	495	Once	O	43
575	495	a	O	43
576	495	year	O	43
577	495	,	O	43
578	495	vacation	O	43
579	495	,	O	43
580	495	two	B-DATE	43
581	495	months	I-DATE	43
582	495	.	O	43
583	495	Let	O	44
584	495	™	O	44
585	495	s	O	44
586	495	say	O	44
587	495	that	O	44
588	495	twice	O	44
589	495	a	O	44
590	495	year	O	44
591	495	like	O	44
592	495	Christmas	B-DATE	44
593	495	time	O	44
594	495	or	O	44
595	495	Easter	B-DATE	44
596	495	,	O	44
597	495	right	O	44
598	495	?	O	44
599	495	The	O	45
600	495	two	B-CARDINAL	45
601	495	holidays	O	45
602	495	is	O	45
603	495	about	O	45
604	495	Jesus	B-PERSON	45
605	495	Christ	I-PERSON	45
606	495	--	O	45
607	495	I	O	45
608	495	woul	O	45
609	495	dn	O	45
610	495	™	O	45
611	495	t	O	45
612	495	say	O	45
613	495	us	O	45
614	495	Jews	B-NORP	45
615	495	.	O	45
636	495	They	O	47
637	495	didn	O	47
638	495	™	O	47
639	495	t	O	47
640	495	know	O	47
641	495	nothing	O	47
642	495	;	O	47
643	495	they	O	47
644	495	only	O	47
645	495	knew	O	47
646	495	one	B-CARDINAL	47
647	495	thing	O	47
648	495	.	O	47
700	495	That	O	53
701	495	time	O	53
702	495	I	O	53
703	495	was	O	53
704	495	Jew	B-NORP	53
705	495	100	B-PERCENT	53
706	495	%	I-PERCENT	53
707	495	.	O	53
708	495	Now	O	54
709	495	I	O	54
710	495	™	O	54
711	495	m	O	54
712	495	born	O	54
713	495	Jew	B-NORP	54
714	495	,	O	54
715	495	I	O	54
716	495	am	O	54
717	495	Jew	B-NORP	54
718	495	but	O	54
719	495	I	O	54
720	495	™	O	54
721	495	m	O	54
722	495	different	O	54
723	495	.	O	54
724	495	Not	O	55
725	495	agreeing	O	55
726	495	with	O	55
727	495	everything	O	55
728	495	--	O	55
729	495	so	O	55
730	495	going	O	55
731	495	,	O	55
732	495	let	O	55
733	495	™	O	55
734	495	s	O	55
735	495	say	O	55
736	495	it	O	55
737	495	was	O	55
738	495	the	B-DATE	55
739	495	Christmas	I-DATE	55
740	495	holiday	I-DATE	55
741	495	,	O	55
742	495	the	B-DATE	55
743	495	last	I-DATE	55
744	495	day	I-DATE	55
745	495	of	O	55
746	495	the	O	55
747	495	holiday	O	55
748	495	,	O	55
749	495	the	B-DATE	55
750	495	last	I-DATE	55
751	495	day	I-DATE	55
752	495	in	O	55
753	495	school	O	55
754	495	before	O	55
755	495	the	O	55
756	495	holiday	O	55
757	495	.	O	55
758	495	Then	O	56
759	495	the	O	56
760	495	action	O	56
761	495	for	O	56
762	495	two	B-DATE	56
763	495	,	I-DATE	56
764	495	three	I-DATE	56
765	495	weeks	I-DATE	56
766	495	.	O	56
796	495	They	O	58
797	495	knew	O	58
798	495	that	O	58
799	495	they	O	58
800	495	were	O	58
801	495	going	O	58
802	495	out	O	58
803	495	from	O	58
804	495	the	O	58
805	495	school	O	58
806	495	.	O	58
807	495	If	O	59
808	495	it	O	59
809	495	ha	O	59
810	495	ppened	O	59
811	495	during	O	59
812	495	the	B-DATE	59
813	495	day	I-DATE	59
814	495	,	O	59
815	495	I	O	59
816	495	go	O	59
817	495	to	O	59
818	495	the	O	59
819	495	teacher	O	59
820	495	and	O	59
821	495	I	O	59
822	495	put	O	59
823	495	a	O	59
824	495	report	O	59
825	495	,	O	59
826	495	something	O	59
827	495	happens	O	59
828	495	.	O	59
829	495	Not	O	60
830	495	too	O	60
831	495	much	O	60
832	495	,	O	60
833	495	but	O	60
834	495	something	O	60
835	495	.	O	60
836	495	But	O	61
837	495	this	O	61
838	495	time	O	61
839	495	he	O	61
840	495	knows	O	61
841	495	in	O	61
842	495	the	B-TIME	61
843	495	afternoon	I-TIME	61
844	495	,	O	61
845	495	he	O	61
846	495	™	O	61
847	495	s	O	61
848	495	out	O	61
849	495	from	O	61
850	495	the	O	61
851	495	school	O	61
852	495	for	O	61
853	495	three	B-DATE	61
854	495	weeks	I-DATE	61
855	495	--	O	61
856	495	kill	O	61
857	495	that	O	61
858	495	Jew	B-NORP	61
859	495	,	O	61
860	495	hit	O	61
861	495	that	O	61
862	495	Jew	B-NORP	61
863	495	.	O	61
864	495	So	O	62
865	495	that	O	62
866	495	™	O	62
867	495	s	O	62
868	495	the	O	62
869	495	way	O	62
870	495	they	O	62
871	495	were	O	62
872	495	hitting	O	62
873	495	.	O	62
887	495	You	O	64
888	495	killed	O	64
889	495	our	O	64
890	495	God	O	64
891	495	!	O	64
892	495	That	O	65
893	495	was	O	65
894	495	the	O	65
895	495	only	O	65
896	495	thing	O	65
897	495	.	O	65
898	495	That	O	66
899	495	was	O	66
900	495	Christmas	B-DATE	66
901	495	time	O	66
902	495	.	O	66
903	495	It	O	67
904	495	came	O	67
905	495	---	O	67
906	495	.	O	67
907	495	Q	O	68
908	495	:	O	68
909	495	Go	O	68
910	495	ahead	O	68
911	495	.	O	68
912	495	A	O	69
913	495	:	O	69
914	495	It	O	69
915	495	came	O	69
916	495	before	O	69
917	495	Easter	B-DATE	69
918	495	,	O	69
919	495	I	O	69
920	495	remember	O	69
921	495	,	O	69
922	495	like	O	69
923	495	today	B-DATE	69
924	495	,	O	69
925	495	when	O	69
926	495	you	O	69
927	495	went	O	69
928	495	to	O	69
929	495	school	O	69
930	495	,	O	69
931	495	how	O	69
932	495	far	O	69
933	495	was	O	69
934	495	it	O	69
935	495	?	O	69
936	495	A	B-QUANTITY	70
937	495	mile	I-QUANTITY	70
938	495	?	O	70
939	495	You	O	71
940	495	went	O	71
941	495	through	O	71
942	495	the	O	71
943	495	main	O	71
944	495	street	O	71
945	495	like	O	71
946	495	they	O	71
947	495	call	O	71
948	495	it	O	71
949	495	here	O	71
950	495	Kasioska	B-GPE	71
951	495	,	O	71
952	495	there	O	71
953	495	was	O	71
954	495	the	O	71
955	495	movie	O	71
956	495	.	O	71
970	495	At	O	73
971	495	that	O	73
972	495	time	O	73
973	495	wasn	O	73
974	495	™	O	73
975	495	t	O	73
976	495	movies	O	73
977	495	like	O	73
978	495	today	B-DATE	73
979	495	.	O	73
980	495	There	O	74
981	495	was	O	74
982	495	outsi	O	74
983	495	de	O	74
984	495	all	O	74
985	495	the	O	74
986	495	pictures	O	74
987	495	what	O	74
988	495	the	O	74
989	495	movie	O	74
990	495	is	O	74
991	495	.	O	74
992	495	The	O	75
993	495	movie	O	75
994	495	was	O	75
995	495	calling	O	75
996	495	G	B-PERSON	75
997	495	_	O	75
998	495	_	O	75
999	495	_	O	75
1000	495	_	O	75
1001	495	.	O	75
1002	495	Now	O	76
1003	495	,	O	76
1004	495	why	O	76
1005	495	,	O	76
1006	495	it	O	76
1007	495	™	O	76
1008	495	s	O	76
1009	495	not	O	76
1010	495	Polish	B-NORP	76
1011	495	,	O	76
1012	495	maybe	O	76
1013	495	it	O	76
1014	495	was	O	76
1015	495	---	O	76
1016	495	.	O	76
1017	495	That	O	77
1018	495	was	O	77
1019	495	all	O	77
1020	495	the	O	77
1021	495	story	O	77
1022	495	when	O	77
1023	495	Christ	B-PERSON	77
1024	495	raises	O	77
1025	495	and	O	77
1026	495	so	O	77
1027	495	on	O	77
1028	495	and	O	77
1029	495	so	O	77
1030	495	on	O	77
1031	495	.	O	77
1058	495	Anti	O	80
1059	495	-	O	80
1060	495	Semitism	O	80
1061	495	was	O	80
1062	495	very	O	80
1063	495	big	O	80
1064	495	.	O	80
1065	495	Let	O	81
1066	495	™	O	81
1067	495	s	O	81
1068	495	say	O	81
1069	495	Saturday	B-DATE	81
1070	495	afternoon	B-TIME	81
1071	495	,	O	81
1072	495	we	O	81
1073	495	were	O	81
1074	495	juvenile	O	81
1075	495	boys	O	81
1076	495	,	O	81
1077	495	we	O	81
1078	495	went	O	81
1079	495	out	O	81
1080	495	for	O	81
1081	495	a	O	81
1082	495	walk	O	81
1083	495	in	O	81
1084	495	the	O	81
1085	495	main	O	81
1086	495	street	O	81
1087	495	.	O	81
1099	495	Around	O	83
1100	495	--	O	83
1101	495	so	O	83
1102	495	Polaks	B-NORP	83
1103	495	_	O	83
1104	495	_	O	83
1105	495	_	O	83
1106	495	_	O	83
1107	495	_	O	83
1108	495	_	O	83
1109	495	_	O	83
1110	495	when	O	83
1111	495	they	O	83
1112	495	came	O	83
1113	495	out	O	83
1114	495	.	O	83
1115	495	Unfortunately	O	84
1116	495	it	O	84
1117	495	happened	O	84
1118	495	to	O	84
1119	495	me	O	84
1120	495	this	B-DATE	84
1121	495	week	I-DATE	84
1122	495	I	O	84
1123	495	told	O	84
1124	495	you	O	84
1125	495	.	O	84
1126	495	When	O	85
1127	495	they	O	85
1128	495	came	O	85
1129	495	out	O	85
1130	495	,	O	85
1131	495	we	O	85
1132	495	were	O	85
1133	495	walking	O	85
1134	495	.	O	85
1135	495	Oh	O	86
1136	495	,	O	86
1137	495	you	O	86
1138	495	Jew	B-NORP	86
1139	495	!	O	86
1154	495	Where	O	89
1155	495	I	O	89
1156	495	work	O	89
1157	495	on	O	89
1158	495	Seventh	B-STREET	89
1159	495	Avenue	I-STREET	89
1160	495	between	O	89
1161	495	38th	O	89
1162	495	and	O	89
1163	495	37th	O	89
1164	495	Street	O	89
1165	495	.	O	89
1175	495	You	O	91
1176	495	go	O	91
1177	495	out	O	91
1178	495	,	O	91
1179	495	it	O	91
1180	495	™	O	91
1181	495	s	O	91
1182	495	a	O	91
1183	495	big	O	91
1184	495	traffic	O	91
1185	495	of	O	91
1186	495	people	O	91
1187	495	.	O	91
1231	495	Alright	O	94
1232	495	,	O	94
1233	495	a	O	94
1234	495	short	O	94
1235	495	fellow	O	94
1236	495	like	O	94
1237	495	me	O	94
1238	495	with	O	94
1239	495	the	O	94
1240	495	umbrella	O	94
1241	495	,	O	94
1242	495	maybe	O	94
1243	495	I	O	94
1244	495	didn	O	94
1245	495	™	O	94
1246	495	t	O	94
1247	495	have	O	94
1248	495	it	O	94
1249	495	down	O	94
1250	495	,	O	94
1251	495	the	O	94
1252	495	umbrella	O	94
1253	495	.	O	94
1254	495	Alright	O	95
1255	495	,	O	95
1256	495	while	O	95
1257	495	walking	O	95
1258	495	you	O	95
1259	495	walk	O	95
1260	495	this	O	95
1261	495	way	O	95
1262	495	,	O	95
1263	495	this	O	95
1264	495	walk	O	95
1265	495	that	O	95
1266	495	way	O	95
1267	495	.	O	95
1297	495	I	O	98
1298	495	shouldn	O	98
1299	495	™	O	98
1300	495	t	O	98
1301	495	say	O	98
1302	495	what	O	98
1303	495	.	O	98
1338	495	But	O	101
1339	495	alright	O	101
1340	495	,	O	101
1341	495	sometimes	O	101
1342	495	,	O	101
1343	495	as	O	101
1344	495	I	O	101
1345	495	said	O	101
1346	495	,	O	101
1347	495	you	O	101
1348	495	said	O	101
1349	495	excuse	O	101
1350	495	me	O	101
1351	495	,	O	101
1352	495	he	O	101
1353	495	didn	O	101
1354	495	™	O	101
1355	495	t	O	101
1356	495	,	O	101
1357	495	alri	O	101
1358	495	ght	O	101
1359	495	.	O	101
1405	495	You	O	104
1406	495	killed	O	104
1407	495	our	O	104
1408	495	God	O	104
1409	495	,	O	104
1410	495	you	O	104
1411	495	Jew	B-NORP	104
1412	495	killed	O	104
1413	495	our	O	104
1414	495	God	O	104
1415	495	.	O	104
1416	495	I	O	105
1417	495	loved	O	105
1418	495	the	O	105
1419	495	school	O	105
1420	495	,	O	105
1421	495	I	O	105
1422	495	was	O	105
1423	495	going	O	105
1424	495	to	O	105
1425	495	the	O	105
1426	495	school	O	105
1427	495	.	O	105
1444	495	But	O	107
1445	495	unfortunately	O	107
1446	495	,	O	107
1447	495	the	O	107
1448	495	anti	O	107
1449	495	-	O	107
1450	495	Semitism	O	107
1451	495	was	O	107
1452	495	very	O	107
1453	495	big	O	107
1454	495	.	O	107
1455	495	We	O	108
1456	495	had	O	108
1457	495	in	O	108
1458	495	our	O	108
1459	495	hometown	O	108
1460	495	,	O	108
1461	495	we	O	108
1462	495	had	O	108
1463	495	the	O	108
1464	495	gymnasium	O	108
1465	495	.	O	108
1466	495	It	O	109
1467	495	™	O	109
1468	495	s	O	109
1469	495	like	O	109
1470	495	here	O	109
1471	495	,	O	109
1472	495	5college	O	109
1473	495	.	O	109
1474	495	Here	O	110
1475	495	gymnasium	O	110
1476	495	is	O	110
1477	495	like	O	110
1478	495	for	O	110
1479	495	the	O	110
1480	495	_	O	110
1481	495	_	O	110
1482	495	_	O	110
1483	495	_	O	110
1484	495	_	O	110
1485	495	_	O	110
1486	495	.	O	110
1506	495	A	O	113
1507	495	:	O	113
1508	495	Yes	O	113
1509	495	,	O	113
1510	495	anti	O	113
1511	495	-	O	113
1512	495	Semitism	O	113
1513	495	was	O	113
1514	495	very	O	113
1515	495	,	O	113
1516	495	very	O	113
1517	495	big	O	113
1518	495	.	O	113
1549	495	They	O	116
1550	495	felt	O	116
1551	495	it	O	116
1552	495	in	O	116
1553	495	the	O	116
1554	495	school	O	116
1555	495	,	O	116
1556	495	on	O	116
1557	495	the	O	116
1558	495	street	O	116
1559	495	;	O	116
1560	495	they	O	116
1561	495	felt	O	116
1562	495	it	O	116
1563	495	all	O	116
1564	495	over	O	116
1565	495	,	O	116
1566	495	all	O	116
1567	495	over	O	116
1568	495	.	O	116
1569	495	The	O	117
1570	495	Germans	B-NORP	117
1571	495	,	O	117
1572	495	they	O	117
1573	495	knew	O	117
1574	495	where	O	117
1575	495	to	O	117
1576	495	make	O	117
1577	495	the	O	117
1578	495	crematoriums	O	117
1579	495	.	O	117
1580	495	They	O	118
1581	495	didn	O	118
1582	495	™	O	118
1583	495	t	O	118
1584	495	make	O	118
1585	495	too	O	118
1586	495	many	O	118
1587	495	in	O	118
1588	495	Czechoslovakia	B-GPE	118
1589	495	,	O	118
1590	495	different	O	118
1591	495	people	O	118
1592	495	.	O	118
1598	495	But	O	120
1599	495	in	O	120
1600	495	Poland	B-GPE	120
1601	495	,	O	120
1602	495	all	O	120
1603	495	the	O	120
1604	495	crematoriums	O	120
1605	495	,	O	120
1606	495	all	O	120
1607	495	the	O	120
1608	495	camps	O	120
1609	495	were	O	120
1610	495	in	O	120
1611	495	Poland	B-GPE	120
1612	495	.	O	120
1626	495	I	O	122
1627	495	didn	O	122
1628	495	™	O	122
1629	495	t	O	122
1630	495	have	O	122
1631	495	to	O	122
1632	495	run	O	122
1633	495	away	O	122
1634	495	.	O	122
1635	495	I	O	123
1636	495	could	O	123
1637	495	have	O	123
1638	495	walked	O	123
1639	495	away	O	123
1640	495	but	O	123
1641	495	where	O	123
1642	495	?	O	123
1643	495	You	O	124
1644	495	walk	O	124
1645	495	away	O	124
1646	495	and	O	124
1647	495	the	O	124
1648	495	Polak	B-ORG	124
1649	495	will	O	124
1650	495	give	O	124
1651	495	you	O	124
1652	495	for	O	124
1653	495	a	B-QUANTITY	124
1654	495	kilo	I-QUANTITY	124
1655	495	_	O	124
1656	495	_	O	124
1657	495	_	O	124
1658	495	_	O	124
1659	495	_	O	124
1660	495	_	O	124
1661	495	,	O	124
1662	495	for	O	124
1663	495	two	B-QUANTITY	124
1664	495	pounds	I-QUANTITY	124
1665	495	of	O	124
1666	495	sugar	O	124
1667	495	.	O	124
1668	495	If	O	125
1669	495	not	O	125
1670	495	for	O	125
1671	495	him	O	125
1672	495	,	O	125
1673	495	I	O	125
1674	495	would	O	125
1675	495	run	O	125
1676	495	,	O	125
1677	495	always	O	125
1678	495	on	O	125
1679	495	the	O	125
1680	495	run	O	125
1681	495	.	O	125
1682	495	He	O	126
1683	495	didn	O	126
1684	495	™	O	126
1685	495	t	O	126
1686	495	let	O	126
1687	495	me	O	126
1688	495	.	O	126
1689	495	The	B-DATE	127
1690	495	last	I-DATE	127
1691	495	three	I-DATE	127
1692	495	months	I-DATE	127
1693	495	we	O	127
1694	495	were	O	127
1695	495	not	O	127
1696	495	together	O	127
1697	495	.	O	127
1705	495	But	O	129
1706	495	whenever	O	129
1707	495	I	O	129
1708	495	wanted	O	129
1709	495	to	O	129
1710	495	go	O	129
1711	495	,	O	129
1712	495	run	O	129
1713	495	--	O	129
1714	495	.	O	129
1715	495	One	B-DATE	130
1716	495	year	I-DATE	130
1717	495	we	O	130
1718	495	we	O	130
1719	495	re	O	130
1720	495	on	O	130
1721	495	the	O	130
1722	495	camp	O	130
1723	495	near	O	130
1724	495	our	O	130
1725	495	hometown	O	130
1726	495	.	O	130
1727	495	I	O	131
1728	495	was	O	131
1729	495	going	O	131
1730	495	out	O	131
1731	495	from	O	131
1732	495	the	O	131
1733	495	camp	O	131
1734	495	.	O	131
1745	495	Bricklayer	O	133
1746	495	,	O	133
1747	495	cememting	O	133
1748	495	,	O	133
1749	495	this	O	133
1750	495	and	O	133
1751	495	that	O	133
1752	495	.	O	133
1753	495	You	O	134
1754	495	were	O	134
1755	495	looking	O	134
1756	495	for	O	134
1757	495	places	O	134
1758	495	that	O	134
1759	495	you	O	134
1760	495	should	O	134
1761	495	be	O	134
1762	495	inside	O	134
1763	495	.	O	134
1764	495	Because	O	135
1765	495	fighting	O	135
1766	495	with	O	135
1767	495	hunger	O	135
1768	495	is	O	135
1769	495	one	B-CARDINAL	135
1770	495	fight	O	135
1771	495	but	O	135
1772	495	fighting	O	135
1773	495	with	O	135
1774	495	the	O	135
1775	495	weather	O	135
1776	495	and	O	135
1777	495	the	O	135
1778	495	cold	O	135
1779	495	,	O	135
1780	495	two	B-CARDINAL	135
1781	495	fights	O	135
1782	495	was	O	135
1783	495	way	O	135
1784	495	too	O	135
1785	495	hard	O	135
1786	495	.	O	135
1787	495	You	O	136
1788	495	were	O	136
1789	495	looking	O	136
1790	495	for	O	136
1791	495	Œ	O	136
1792	495	but	O	136
1793	495	looking	O	136
1794	495	;	O	136
1795	495	it	O	136
1796	495	™	O	136
1797	495	s	O	136
1798	495	not	O	136
1799	495	you	O	136
1800	495	™	O	136
1801	495	re	O	136
1802	495	given	O	136
1803	495	application	O	136
1804	495	.	O	136
1805	495	But	O	137
1806	495	I	O	137
1807	495	ws	O	137
1808	495	a	O	137
